x, v
-0.0030180087965805402, -0.0012469059981761177
0.0029993982592946278, 0.008639011408259512
0.01646412198586855, 0.0604507472130722
0.03746921506957257, 0.11722777436584586
0.06603949156012145, 0.16911395231980353
0.10221217253208792, 0.2013250702547783
0.14599966501032902, 0.2089330578973816
0.1958728031811614, 0.19932257644278206
0.24728751419053485, 0.17739936351962482
0.30626740860675317, 0.15058530139765136
0.3682622100633379, 0.12625016284220147
0.4333091396348616, 0.08960973703310815
0.49986042097035344, 0.05544079057562401
0.5634029987779083, 0.016328885414922167
0.6269765941476064, -0.035103195429252
0.6905998176167347, -0.106247557366981
0.7467322998281631, -0.20206949174622668
0.8044311689278472, -0.32006029814080716
0.8544469878845404, -0.38634358773937794
0.8951575381981278, -0.35657417229635424
0.9326484655612013, -0.24797052090893845
0.9625804130298572, -0.1369400554594009
0.9820253227377338, -0.060458191427986474
1.000009305268643, -0.003696052705041586
