z, u
-0.9263504247309831, 1.1090409773041856
-0.9095551400428996, 1.106010226384001
-0.8877212699483912, 1.1022217877337706
-0.8700862210259035, 1.0984333490835398
-0.8499318794002033, 1.0954025981633555
-0.8306173020089074, 1.0893410963229866
-0.8121424888520157, 1.0832795944826175
-0.794507439929528, 1.0779757803722947
-0.7718338056006153, 1.0696412153417874
-0.7541987566781276, 1.059791274851188
-0.7382432362244484, 1.0484259589004963
-0.7231274800051732, 1.0416067693300812
-0.7063321953170898, 1.028726077919297
-0.6886971463946021, 1.0120569478582824
-0.6744211544097312, 0.9946301300672218
-0.659305398190456, 0.9794763754662994
-0.6500679916120102, 0.9650803085954232
-0.6399908207991603, 0.9529573049146852
-0.6273943572830976, 0.9355304871236245
-0.6147978937670349, 0.9218921079827944
-0.6030411944853766, 0.9044652901917337
-0.5929640236725264, 0.8885538478607653
-0.5795277959220597, 0.8650655282293356
-0.566931332405997, 0.8446079595180904
-0.556014397358743, 0.8256657662669376
-0.5459372265458928, 0.8021774466355078
-0.5325009987954261, 0.7809621901942165
-0.5157057141073424, 0.7559584951026946
-0.5089876002321092, 0.7400470527717261
-0.49471160824723825, 0.7180741086003888
-0.48715373013760077, 0.6945857889689592
-0.4753970308559423, 0.668066718417345
-0.46364033157428386, 0.6498822128962382
-0.4493643395894129, 0.6263938932648085
-0.43424858337013794, 0.603663261363425
-0.425850941026096, 0.5794172540019492
-0.41409424174443754, 0.5566866221005657
-0.4023375424627793, 0.5362290533893204
-0.3889013147123126, 0.5150137969480291
-0.37714461543065414, 0.49379854050673777
-0.3653879161489957, 0.46803715768516985
-0.35699027380495396, 0.449094964434017
-0.34355404605448725, 0.42181820615235677
-0.3301178183040203, 0.40439138836129596
-0.3166815905535538, 0.38469150738009694
-0.3066044197407036, 0.35968781228857516
-0.29400795622464093, 0.33847255584728386
-0.28393078541179095, 0.31725729940599234
-0.27133432189572826, 0.2930112920445167
-0.25705832991085753, 0.269522972413087
-0.24866068756681559, 0.2505807791619341
-0.23690398828515735, 0.23466933683096558
-0.22262799630028618, 0.21118101719953586
-0.2125508254874362, 0.1945118871385212
-0.19995436197137373, 0.18087350799769109
-0.18735789845531103, 0.16571975339676892
-0.17560119917365258, 0.14450449695547762
-0.16132520718878185, 0.12631999143437067
-0.14452992250069818, 0.11192392456349465
-0.13361298745344397, 0.0937394190423877
-0.11849723123416878, 0.08313179082174194
-0.10254171078048957, 0.06722034849077341
-0.0874259545612146, 0.053581969349943304
-0.06895114140432268, 0.042974341129297766
-0.047117271309814024, 0.030093649718513582
-0.023603872746497556, 0.021001396957960328
0.004108346988840328, 0.02175908468800647
0.03517962366179472, 0.018728333767821903
0.058693022225111635, 0.026305211068283096
0.07884736385081159, 0.04070127793915934
0.09648241277329928, 0.05055121842975896
0.11747651863340347, 0.06722034849077341
0.13679109602469963, 0.0861625417419265
0.15526590918159155, 0.10510473499307937
0.1636635515256335, 0.12328924051418633
0.1804588362137165, 0.13920068284515486
0.19725412090179995, 0.17026587977704555
0.21320964135547915, 0.18845038529815228
0.2216072836995211, 0.20511951535916695
0.23672303991879606, 0.2308808981807351
0.24847973920045452, 0.24679234051170362
0.26191596695092145, 0.2702806601431331
0.27031360929496295, 0.28619210247410143
0.28626912974864216, 0.30816504664543887
0.2980258290303006, 0.33316874173696087
0.3072632356087468, 0.353626310448206
0.3206994633592133, 0.37559925461954347
0.3341356911096802, 0.3990875742509732
0.3467321546257429, 0.41954514296221834
0.3568093254385929, 0.44303346259364784
0.3702455531890594, 0.4634910313048932
0.37948295976750557, 0.4824332245560461
0.39291918751797206, 0.5097099828377063
0.4046758867996305, 0.5309252392789976
0.41811211455009745, 0.551382807990243
0.4265097568941394, 0.5710826889714419
0.4407857488790101, 0.5938133208728253
0.45086291969186054, 0.6210900791544858
0.4567412693326893, 0.6400322724056386
0.47185702555196474, 0.662005216576976
0.4869727817712397, 0.6839781607483135
0.5004090095217062, 0.7036780417295124
0.5088066518657481, 0.7226202349806654
0.5188838226785986, 0.7468662423421412
0.5339995788978735, 0.7650507478632481
0.5465960424139362, 0.7855083165744933
0.5583527416955947, 0.8120273871261074
0.5684299125084442, 0.8294542049171681
0.5810263760245069, 0.848396398168321
0.5911035468373573, 0.8711270300697046
0.6037000103534196, 0.8900692233208576
0.6171362381038861, 0.9082537288419643
0.6280531731511407, 0.925680546633025
0.6398098724327992, 0.9385612380438091
0.6515665717144576, 0.9552303681048236
0.6708811491057534, 0.9802340631963455
0.6876764337938368, 0.9969031932573601
0.7103500681227499, 1.0173607619686051
0.7313441739828541, 1.033272204299574
0.7556973367805748, 1.04766827117045
0.7775312068750837, 1.059791274851188
0.7993650769695917, 1.0673681521516492
0.8220387112985048, 1.0825219067525715
0.8497509310338425, 1.0878257208628943
0.8791426792379882, 1.1007064122736783
0.9018163135669013, 1.1067679141140472
0.9253297121302182, 1.111314040494324
0.9471635822247262, 1.111314040494324
